m,TagName,
"2016-11-01 00:00:00","java","15636"
"2016-11-01 00:00:00","javascript","20493"
"2016-11-01 00:00:00","perl","371"
"2016-11-01 00:00:00","php","11901"
"2016-11-01 00:00:00","python","14164"
"2016-11-01 00:00:00","r","3560"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4361"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10678"
"2016-12-01 00:00:00","c++","5220"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13829"
"2016-12-01 00:00:00","javascript","19778"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11445"
"2016-12-01 00:00:00","python","13026"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3925"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2755"
"2017-01-01 00:00:00","c#","11684"
"2017-01-01 00:00:00","c++","5645"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14541"
"2017-01-01 00:00:00","javascript","21371"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12570"
"2017-01-01 00:00:00","python","14246"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4329"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11474"
"2017-02-01 00:00:00","c++","5163"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","553"
"2017-02-01 00:00:00","java","14542"
"2017-02-01 00:00:00","javascript","21166"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12444"
"2017-02-01 00:00:00","python","14753"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1623"
"2017-02-01 00:00:00","swift","4048"
"2017-03-01 00:00:00","assembly","371"
"2017-03-01 00:00:00","c","2966"
"2017-03-01 00:00:00","c#","12974"
"2017-03-01 00:00:00","c++","6213"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17286"
"2017-03-01 00:00:00","javascript","23678"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13998"
"2017-03-01 00:00:00","python","17114"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4607"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2849"
"2017-04-01 00:00:00","c#","11078"
"2017-04-01 00:00:00","c++","5867"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15910"
"2017-04-01 00:00:00","javascript","21213"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12357"
"2017-04-01 00:00:00","python","15630"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3907"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11967"
"2017-05-01 00:00:00","c++","5294"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16316"
"2017-05-01 00:00:00","javascript","22372"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12994"
"2017-05-01 00:00:00","python","16162"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4089"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2347"
"2017-06-01 00:00:00","c#","11292"
"2017-06-01 00:00:00","c++","4677"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14598"
"2017-06-01 00:00:00","javascript","21554"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11694"
"2017-06-01 00:00:00","python","15984"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4192"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2041"
"2017-07-01 00:00:00","c#","11190"
"2017-07-01 00:00:00","c++","5010"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14101"
"2017-07-01 00:00:00","javascript","21590"
"2017-07-01 00:00:00","perl","324"
"2017-07-01 00:00:00","php","11720"
"2017-07-01 00:00:00","python","16888"
"2017-07-01 00:00:00","r","4578"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4345"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2037"
"2017-08-01 00:00:00","c#","10939"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","java","13739"
"2017-08-01 00:00:00","javascript","21317"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11591"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4566"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4175"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2098"
"2017-09-01 00:00:00","c#","9860"
"2017-09-01 00:00:00","c++","4462"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12731"
"2017-09-01 00:00:00","javascript","18969"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10645"
"2017-09-01 00:00:00","python","15434"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3756"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10215"
"2017-10-01 00:00:00","c++","5213"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13984"
"2017-10-01 00:00:00","javascript","19835"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10781"
"2017-10-01 00:00:00","python","16926"
"2017-10-01 00:00:00","r","4543"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3893"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9777"
"2017-11-01 00:00:00","c++","5031"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","java","14155"
"2017-11-01 00:00:00","javascript","19387"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10556"
"2017-11-01 00:00:00","python","16942"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2192"
"2017-12-01 00:00:00","c#","8586"
"2017-12-01 00:00:00","c++","4452"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","524"
"2017-12-01 00:00:00","java","11962"
"2017-12-01 00:00:00","javascript","16946"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9089"
"2017-12-01 00:00:00","python","14906"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3198"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2212"
"2018-01-01 00:00:00","c#","9359"
"2018-01-01 00:00:00","c++","4747"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12329"
"2018-01-01 00:00:00","javascript","18877"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10069"
"2018-01-01 00:00:00","python","16215"
"2018-01-01 00:00:00","r","4197"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3737"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8570"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12014"
"2018-02-01 00:00:00","javascript","17203"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9085"
"2018-02-01 00:00:00","python","16286"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","c#","9779"
"2018-03-01 00:00:00","c++","5173"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13539"
"2018-03-01 00:00:00","javascript","19129"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9785"
"2018-03-01 00:00:00","python","17882"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","swift","4043"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9228"
"2018-04-01 00:00:00","c++","4658"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13465"
"2018-04-01 00:00:00","javascript","17942"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8903"
"2018-04-01 00:00:00","python","16948"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","986"
"2018-04-01 00:00:00","swift","3565"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9918"
"2018-05-01 00:00:00","c++","4680"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13442"
"2018-05-01 00:00:00","javascript","18048"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9409"
"2018-05-01 00:00:00","python","17550"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","ruby","1035"
"2018-05-01 00:00:00","swift","3613"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","c","1832"
"2018-06-01 00:00:00","c#","8779"
"2018-06-01 00:00:00","c++","4087"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11767"
"2018-06-01 00:00:00","javascript","17170"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8394"
"2018-06-01 00:00:00","python","16781"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3137"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1598"
"2018-07-01 00:00:00","c#","9389"
"2018-07-01 00:00:00","c++","3908"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","691"
"2018-07-01 00:00:00","java","11732"
"2018-07-01 00:00:00","javascript","17799"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8520"
"2018-07-01 00:00:00","python","17921"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3665"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1678"
"2018-08-01 00:00:00","c#","9473"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11287"
"2018-08-01 00:00:00","javascript","17841"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8444"
"2018-08-01 00:00:00","python","17721"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1831"
"2018-09-01 00:00:00","c#","8346"
"2018-09-01 00:00:00","c++","3735"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10699"
"2018-09-01 00:00:00","javascript","15984"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7625"
"2018-09-01 00:00:00","python","16000"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3135"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2444"
"2018-10-01 00:00:00","c#","9329"
"2018-10-01 00:00:00","c++","4299"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12476"
"2018-10-01 00:00:00","javascript","17390"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8123"
"2018-10-01 00:00:00","python","18128"
"2018-10-01 00:00:00","r","4353"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3263"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2519"
"2018-11-01 00:00:00","c#","8456"
"2018-11-01 00:00:00","c++","4334"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11675"
"2018-11-01 00:00:00","javascript","16158"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7044"
"2018-11-01 00:00:00","python","17992"
"2018-11-01 00:00:00","r","4223"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2188"
"2018-12-01 00:00:00","c#","7534"
"2018-12-01 00:00:00","c++","3552"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10421"
"2018-12-01 00:00:00","javascript","14253"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6174"
"2018-12-01 00:00:00","python","15705"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2778"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2276"
"2019-01-01 00:00:00","c#","8729"
"2019-01-01 00:00:00","c++","3901"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","657"
"2019-01-01 00:00:00","java","10999"
"2019-01-01 00:00:00","javascript","16004"
"2019-01-01 00:00:00","perl","264"
"2019-01-01 00:00:00","php","7139"
"2019-01-01 00:00:00","python","16926"
"2019-01-01 00:00:00","r","3941"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2899"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2051"
"2019-02-01 00:00:00","c#","8336"
"2019-02-01 00:00:00","c++","3724"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10969"
"2019-02-01 00:00:00","javascript","15668"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7237"
"2019-02-01 00:00:00","python","17499"
"2019-02-01 00:00:00","r","4243"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2674"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2376"
"2019-03-01 00:00:00","c#","8942"
"2019-03-01 00:00:00","c++","4420"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","java","12009"
"2019-03-01 00:00:00","javascript","17306"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7744"
"2019-03-01 00:00:00","python","19862"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2942"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2427"
"2019-04-01 00:00:00","c#","9092"
"2019-04-01 00:00:00","c++","4368"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11139"
"2019-04-01 00:00:00","javascript","16138"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7125"
"2019-04-01 00:00:00","python","19803"
"2019-04-01 00:00:00","r","4594"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3067"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2088"
"2019-05-01 00:00:00","c#","9001"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11063"
"2019-05-01 00:00:00","javascript","16111"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6907"
"2019-05-01 00:00:00","python","18876"
"2019-05-01 00:00:00","r","4291"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3100"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7589"
"2019-06-01 00:00:00","c++","3636"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9609"
"2019-06-01 00:00:00","javascript","14779"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5976"
"2019-06-01 00:00:00","python","17194"
"2019-06-01 00:00:00","r","3942"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3082"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1750"
"2019-07-01 00:00:00","c#","8426"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","625"
"2019-07-01 00:00:00","java","10805"
"2019-07-01 00:00:00","javascript","16120"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","python","19726"
"2019-07-01 00:00:00","r","4196"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3032"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7691"
"2019-08-01 00:00:00","c++","3283"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9062"
"2019-08-01 00:00:00","javascript","15183"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5778"
"2019-08-01 00:00:00","python","17997"
"2019-08-01 00:00:00","r","3947"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2535"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2000"
"2019-09-01 00:00:00","c#","7830"
"2019-09-01 00:00:00","c++","3774"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9643"
"2019-09-01 00:00:00","javascript","14845"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5530"
"2019-09-01 00:00:00","python","16850"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2548"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2475"
"2019-10-01 00:00:00","c#","8395"
"2019-10-01 00:00:00","c++","4829"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","633"
"2019-10-01 00:00:00","java","11178"
"2019-10-01 00:00:00","javascript","15949"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6013"
"2019-10-01 00:00:00","python","20408"
"2019-10-01 00:00:00","r","4379"
"2019-10-01 00:00:00","ruby","848"
"2019-10-01 00:00:00","swift","3094"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2504"
"2019-11-01 00:00:00","c#","8008"
"2019-11-01 00:00:00","c++","4718"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10291"
"2019-11-01 00:00:00","javascript","15732"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6056"
"2019-11-01 00:00:00","python","20549"
"2019-11-01 00:00:00","r","4281"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2865"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2142"
"2019-12-01 00:00:00","c#","7191"
"2019-12-01 00:00:00","c++","4191"
"2019-12-01 00:00:00","delphi","126"
"2019-12-01 00:00:00","go","614"
"2019-12-01 00:00:00","java","8997"
"2019-12-01 00:00:00","javascript","14287"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5195"
"2019-12-01 00:00:00","python","18081"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2655"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2049"
"2020-01-01 00:00:00","c#","7782"
"2020-01-01 00:00:00","c++","4223"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9922"
"2020-01-01 00:00:00","javascript","15987"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5866"
"2020-01-01 00:00:00","python","19935"
"2020-01-01 00:00:00","r","4143"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2892"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1976"
"2020-02-01 00:00:00","c#","7700"
"2020-02-01 00:00:00","c++","4073"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","661"
"2020-02-01 00:00:00","java","10016"
"2020-02-01 00:00:00","javascript","15719"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5638"
"2020-02-01 00:00:00","python","19995"
"2020-02-01 00:00:00","r","4670"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2756"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2476"
"2020-03-01 00:00:00","c#","7774"
"2020-03-01 00:00:00","c++","4634"
"2020-03-01 00:00:00","delphi","167"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11035"
"2020-03-01 00:00:00","javascript","17540"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5637"
"2020-03-01 00:00:00","python","22620"
"2020-03-01 00:00:00","r","5117"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3247"
"2020-04-01 00:00:00","c#","8563"
"2020-04-01 00:00:00","c++","6203"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12577"
"2020-04-01 00:00:00","javascript","20859"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6593"
"2020-04-01 00:00:00","python","27585"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3442"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3364"
"2020-05-01 00:00:00","c#","8576"
"2020-05-01 00:00:00","c++","6387"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","11994"
"2020-05-01 00:00:00","javascript","21446"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6487"
"2020-05-01 00:00:00","python","29395"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3515"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2585"
"2020-06-01 00:00:00","c#","7887"
"2020-06-01 00:00:00","c++","5614"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10802"
"2020-06-01 00:00:00","javascript","19778"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5905"
"2020-06-01 00:00:00","python","27069"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3154"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2095"
"2020-07-01 00:00:00","c#","7795"
"2020-07-01 00:00:00","c++","5160"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10425"
"2020-07-01 00:00:00","javascript","19854"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5914"
"2020-07-01 00:00:00","python","26250"
"2020-07-01 00:00:00","r","4936"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2981"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1892"
"2020-08-01 00:00:00","c#","7050"
"2020-08-01 00:00:00","c++","4770"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9292"
"2020-08-01 00:00:00","javascript","18006"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4960"
"2020-08-01 00:00:00","python","22999"
"2020-08-01 00:00:00","r","4494"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2674"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2146"
"2020-09-01 00:00:00","c#","6444"
"2020-09-01 00:00:00","c++","3915"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8921"
"2020-09-01 00:00:00","javascript","16759"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4757"
"2020-09-01 00:00:00","python","21720"
"2020-09-01 00:00:00","r","4751"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2550"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2366"
"2020-10-01 00:00:00","c#","6184"
"2020-10-01 00:00:00","c++","4319"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8916"
"2020-10-01 00:00:00","javascript","16405"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4569"
"2020-10-01 00:00:00","python","22766"
"2020-10-01 00:00:00","r","5067"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2317"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2693"
"2020-11-01 00:00:00","c#","5970"
"2020-11-01 00:00:00","c++","4312"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","526"
"2020-11-01 00:00:00","java","8461"
"2020-11-01 00:00:00","javascript","15495"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22137"
"2020-11-01 00:00:00","r","4799"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2158"
"2020-12-01 00:00:00","assembly","299"
